,fico,term,pti,ltv,age
1236,734.36523,4.9031987,0.035581123,0.7384223,36.296112
1237,552.14935,5.882572,0.12279314,1.2067393,36.40381
1238,730.5471,4.4568076,0.11538468,0.7865418,42.125717
1239,588.18445,6.3378086,0.1684429,0.8296174,39.502674
1240,594.66815,6.4568167,0.13000554,0.8002808,40.498997
1241,641.762,7.921488,0.11681592,1.1231959,46.157753
1242,486.5606,7.0221806,0.15358594,1.4715005,34.085503
1243,716.0018,8.116625,0.14626224,1.0657562,38.114136
1244,757.3148,5.6535635,0.168981,0.9509903,40.840057
1245,498.49332,5.7024903,0.12367071,1.0684083,42.394756
1246,515.4634,4.4638577,0.119093254,1.399869,42.691822
1247,469.30078,4.9329357,0.09919211,0.9594853,39.56052
1248,643.6449,4.905013,0.16282225,1.5208918,44.755688
1249,682.9094,5.830161,0.09756513,0.8933383,43.525608
1250,625.71405,6.652166,0.07526471,0.827996,45.55512
1251,671.41907,6.1384153,0.113661624,1.2423819,35.40018
1252,577.84827,6.7824407,0.07696971,1.3733395,31.460894
1253,705.5271,6.1437154,0.18152767,1.1479763,24.028448
1254,669.98035,7.5087485,0.017063659,1.1526601,37.15054
1255,702.13086,6.2441196,0.19436249,1.27037,49.926174
1256,410.85397,6.6164384,0.15042864,1.0184487,48.663723
1257,716.7868,5.8144712,-0.0047618267,1.3616099,41.024437
1258,563.4518,6.5106635,0.03750955,0.7287956,47.317028
1259,452.3538,6.7789917,0.14586791,1.3955171,34.56216
1260,645.32513,4.6879873,0.19377391,1.2504853,27.342684
1261,576.21027,7.483254,0.16596292,1.0445595,33.55435
1262,573.7684,7.1476693,0.08093792,0.99758947,44.987366
1263,608.72125,6.405211,0.09156638,1.3100562,35.049706
1264,731.2575,6.5525064,0.096184306,0.71770203,48.505966
1265,558.53467,6.530754,0.17371593,0.74563044,33.765495
1266,580.79865,7.4463835,0.048759867,1.2341784,41.382694
1267,633.5684,7.107294,0.1955209,1.2101833,41.150135
1268,581.1454,5.4537005,0.055793744,0.96334004,36.834164
1269,751.001,4.536393,0.16633615,0.4193315,31.96113
1270,579.87305,6.3009825,0.08716582,1.108974,40.051937
1271,644.0455,6.9616146,0.063212685,1.3102502,33.403057
1272,594.6839,6.181611,0.06797162,1.3748828,39.764553
1273,642.8562,6.432478,0.11202133,1.0671492,38.450027
1274,571.6903,8.258911,0.09153069,0.8871713,35.974945
1275,457.76523,6.554851,0.051004782,1.2936742,46.74886
1276,665.9847,5.729803,0.15518783,0.8455622,30.453276
1277,817.69196,5.503368,0.14144664,1.1783019,49.767475
1278,742.1466,5.4542165,0.16509868,1.1586612,26.330305
1279,549.092,6.2182817,0.13100687,1.2169124,35.804886
1280,653.48804,4.53723,0.12479142,1.0503035,45.99432
1281,629.1471,7.214038,0.09065736,1.2051786,48.73753
1282,527.27405,7.743039,0.1222886,0.97858876,46.895473
1283,777.2297,4.9431787,0.028017562,1.1538616,46.43349
1284,639.9528,7.1371036,0.09112683,0.9967089,54.53871
1285,639.7629,6.0169315,0.08198913,1.4193122,50.984993
1286,711.1335,5.061629,0.1028245,0.7165017,35.670525
1287,752.6554,6.358276,0.11891144,0.9598186,41.225384
1288,732.56946,6.544239,0.039751556,1.2907628,40.531776
1289,589.16846,6.6723356,0.08777367,0.9108502,38.574192
1290,663.6528,7.2344594,0.21454757,1.1700176,36.408897
1291,831.21686,5.022369,0.010191548,0.91867054,44.188534
1292,780.1972,4.216566,0.14405555,1.1352798,37.966293
1293,545.28345,6.308933,0.07800133,0.79741323,45.21633
1294,559.4077,6.1080976,0.08006961,1.273056,43.784706
1295,606.7612,6.8064504,0.13884844,0.8714372,39.863583
1296,574.1961,6.2929244,0.07614961,0.8535806,34.670437
1297,718.6127,4.279226,0.029338423,0.7607091,45.86643
1298,543.28687,5.515625,0.1380829,1.1027347,37.007458
1299,767.4434,4.9953365,-0.030537661,0.92642933,43.59811
1300,696.48236,5.348363,0.15352975,1.1990917,52.65902
1301,745.5979,5.7596116,0.057319164,1.0477483,48.09278
1302,666.95544,5.910335,0.11641572,0.84479344,40.295483
1303,612.6159,6.0304236,0.08009683,0.7780577,38.43541
1304,512.27386,6.942327,0.1437001,1.2192428,44.863804
1305,715.8586,6.0454664,0.11937136,1.1271131,40.39526
1306,714.7009,6.179057,0.19246845,1.1544005,37.692986
1307,729.53546,8.180257,0.14471121,1.1879015,51.33848
1308,703.4814,4.9917307,0.09437649,0.96426725,39.989292
1309,605.1578,5.8450565,-0.007408608,0.9795484,35.034966
1310,612.0953,7.0183907,0.10146876,1.2311393,34.175076
1311,557.82495,6.9520874,0.15771583,1.1568314,34.94889
1312,757.7295,4.181599,0.03718805,0.79220116,43.121803
1313,772.536,5.7761083,0.11044538,0.78016824,49.12901
1314,682.9861,7.3727565,0.08072881,1.3935336,50.90433
1315,698.5836,6.4391475,0.09268181,0.9925296,42.545746
1316,609.49634,5.928336,0.21571316,0.97818553,33.36442
1317,692.7303,6.564922,0.15724394,0.9573534,36.92011
1318,778.11536,7.5986304,0.09037561,1.2720385,55.967525
1319,740.23175,5.7718325,0.14705876,1.2938569,36.375744
1320,753.41266,7.0448895,0.14832917,1.1678009,46.75921
1321,617.89764,7.136288,0.089866124,0.92709184,35.855614
1322,728.1054,7.1265206,0.12002641,1.084741,41.339706
1323,639.14026,7.692502,0.13240434,1.148045,45.842957
1324,592.9836,6.852706,0.105027094,0.9896421,22.754063
1325,671.7347,4.8073215,0.108547315,0.73121774,42.243374
1326,594.04126,6.70065,0.100998044,1.0163807,38.30895
1327,531.3849,6.956608,0.15940621,1.3213403,36.72382
1328,569.3763,6.1390977,0.04847493,1.0254717,40.037506
1329,759.64215,5.5738297,0.057881825,1.0849429,47.692654
1330,630.8016,4.154459,0.12373958,1.000174,38.56532
1331,516.4312,7.561895,0.09961407,0.80379665,57.51833
1332,672.23627,5.1724815,0.09656394,0.8762278,34.943726
1333,681.37805,4.705255,0.09659874,1.2006068,42.011276
1334,650.8593,7.8670263,0.16419294,1.1837237,45.301548
1335,743.4737,7.590177,0.10395933,1.0791174,54.118473
1336,713.1071,6.109037,0.13322632,0.85865474,34.274445
1337,484.70337,4.5638795,0.12044822,0.80533206,45.621586
1338,607.39764,6.649486,0.0983955,1.0217837,36.75072
1339,640.85895,7.12527,0.17733271,0.9931054,35.658806
1340,577.8627,6.490823,0.05179858,1.2807752,37.10171
1341,694.0971,7.532235,0.15574944,1.3861904,39.618988
1342,713.38184,6.91477,0.1137419,1.292625,51.793934
1343,495.88037,6.831883,0.13675673,1.1021687,43.0246
1344,571.08276,6.467867,0.1033287,1.4141195,54.65201
1345,554.0845,6.059301,0.16594651,0.98366594,45.401993
1346,498.26648,6.00503,0.10876004,0.91049594,39.527054
1347,548.3273,6.1515007,0.12393371,1.1082608,42.6197
1348,639.8419,5.936144,0.069751196,0.8568383,32.62657
1349,557.7242,6.5068283,0.094966546,0.9254809,30.110258
1350,606.58075,7.549761,0.13052247,1.12962,31.543827
1351,663.1534,5.009939,0.09069668,1.367926,40.04224
1352,506.73032,4.6673646,-0.023513671,1.4737996,50.462032
1353,510.7559,4.417522,0.14559315,0.9746622,36.30205
1354,436.4453,5.340848,-0.002791886,0.70144385,49.69516
1355,735.9155,5.9641476,0.17459075,0.7984075,39.97698
1356,671.2963,5.39371,0.18660201,0.8347718,50.81083
1357,625.6401,5.790706,0.16563657,0.9149559,41.005516
1358,811.8004,5.28587,0.11774676,0.91231364,29.549246
1359,740.2549,8.208447,0.16223726,1.0103191,45.806908
1360,420.39938,4.9516277,0.14954959,1.006645,47.886497
1361,494.42535,6.5502467,0.07883943,1.3751521,51.267223
1362,669.0648,4.6683145,0.07914658,0.8850162,33.540928
1363,610.9767,6.7940035,0.1743969,1.2762978,32.75668
1364,620.1405,6.024255,0.13931288,1.0034751,47.854977
1365,722.99316,6.4422083,0.113124445,1.1150676,37.734177
1366,637.9993,6.965279,0.12666897,1.4263778,37.419056
1367,443.47327,6.799994,0.15236774,1.3165667,34.182877
1368,459.009,5.7011795,0.12788989,1.0432594,32.411476
1369,531.7721,5.115996,0.12610704,1.144764,33.41012
1370,529.46124,5.882353,0.0473607,1.0066876,34.468014
1371,693.3605,7.724798,0.11771338,1.4551789,36.014065
1372,639.92163,7.501763,0.07871939,1.3210853,39.91727
1373,794.4259,5.449379,0.057254598,0.81808496,54.96954
1374,366.4147,6.8300467,0.19050178,1.2638053,49.386932
1375,718.19476,5.5824494,0.1970198,1.1133279,40.273933
1376,538.2338,7.8936234,0.13389502,0.91719896,40.671833
1377,623.12494,8.440543,0.12927257,1.2143154,38.258804
1378,471.61923,6.310147,0.05817806,1.1107392,57.114826
1379,654.9359,4.5803294,0.06871149,0.8066087,35.123775
1380,522.3927,6.5506887,0.07954204,1.4181073,49.38892
1381,569.73425,6.2215557,0.08527019,0.92263025,39.70023
1382,443.85065,6.5309653,0.14236753,1.0168794,43.199013
1383,430.85934,7.2444954,0.05514967,0.8598278,35.615265
1384,813.74994,6.8840446,0.14770533,1.1995971,41.054234
1385,585.24615,7.949574,0.09928938,1.124898,34.488003
1386,605.48627,5.468407,0.11695513,1.0590328,48.892487
1387,548.6169,7.396844,0.09483061,1.5533862,37.25856
1388,515.41644,6.7621603,0.12765694,1.3350769,43.09005
1389,412.8523,5.776349,0.080955416,1.1854678,41.48724
1390,614.05054,5.9798293,0.1464775,1.1703832,39.388542
1391,790.80023,7.5483828,0.07323361,1.1322297,37.47717
1392,637.8465,5.74856,0.08137066,0.983515,40.1175
1393,714.0522,5.5463023,0.13776705,1.1149027,45.545506
1394,563.3052,6.920285,0.14536396,1.2621369,62.01248
1395,654.57983,4.52584,0.14449927,0.8711255,42.666897
1396,572.15063,5.4580374,0.14069155,1.0491412,29.345387
1397,604.88257,6.209394,0.11905313,1.0880591,44.98672
1398,652.7509,6.1454163,0.10906838,1.1452423,36.67928
1399,616.07996,5.7085514,0.17826156,0.994937,40.356953
1400,470.01407,6.6069355,0.20315994,1.0624659,38.351772
1401,503.93854,7.0115967,0.11192766,1.2187171,50.398582
1402,600.68616,6.56756,0.090019874,1.4631094,28.771992
1403,718.1683,5.5425563,0.077914454,1.2272078,52.172302
1404,576.3484,6.460688,0.036436547,0.74025655,45.754143
1405,497.11545,7.2042646,0.10192544,1.3678191,46.486885
1406,407.33694,5.0907817,0.0756961,0.9952678,49.80893
1407,448.0114,5.26629,0.12254478,1.0580362,47.277878
1408,692.8792,7.943204,0.14085934,0.93942386,34.044956
1409,638.2571,6.4725423,0.07110051,1.2294096,33.502213
1410,444.27362,6.1922846,0.1930092,1.6371138,41.796062
1411,587.42,5.599803,0.07575176,0.9781693,48.378563
1412,574.3747,7.98152,0.16802615,0.7658564,43.282856
1413,658.2549,6.8257084,0.16529182,1.1985364,41.667366
1414,689.27673,6.87739,0.06484112,0.79071003,58.824104
1415,653.861,4.372262,0.03042556,1.0900699,54.455467
1416,530.5089,6.8016047,0.106434986,1.2779031,33.268875
1417,523.05096,6.8806267,0.10674207,1.3750436,24.952961
1418,419.46893,6.9100423,0.15009849,0.886033,28.028488
1419,504.5816,5.550622,-0.0021838068,0.991669,39.328648
1420,671.15894,6.441448,0.11185245,1.1152072,43.32489
1421,674.08936,4.962732,0.05671395,0.967158,51.56687
1422,777.7367,4.822176,0.098671846,0.63858074,47.60727
1423,729.8329,7.1113644,0.17146252,0.87904847,45.126522
1424,660.4257,6.846952,0.16188678,1.4336282,32.394318
1425,666.3697,5.7738237,0.13749221,1.4439619,40.734337
1426,531.8484,6.4989586,0.14724019,1.2195971,31.361946
1427,632.35205,6.8834066,0.077228144,1.0255092,45.531326
1428,656.5091,6.565255,0.11241326,1.0722626,34.783424
1429,627.0399,6.8418245,0.053060405,1.2740302,48.469322
1430,634.9568,6.5549297,0.08996823,1.452572,47.016487
1431,513.74304,6.3652544,0.18527825,0.86488414,55.435574
1432,673.5197,5.558784,0.11129268,1.369615,54.52163
1433,783.88983,5.158509,0.10000728,0.9825471,51.334015
1434,623.07434,4.907842,0.04544691,1.0808184,40.09411
1435,580.7629,7.3431263,0.15807356,1.1288846,48.20151
1436,606.8363,6.4790792,0.11273388,1.0610218,49.910297
1437,599.9156,6.7635536,0.07283429,1.0237117,38.006065
1438,674.8652,5.9536886,0.15112574,1.005939,28.499254
1439,581.5094,5.8424892,0.0785447,1.2313621,47.3243
1440,458.33026,6.6274924,0.18907146,1.3204006,43.48397
1441,579.32196,6.7124166,0.17768185,1.019593,37.911507
1442,650.82605,6.6519656,0.13645557,1.357365,47.858326
1443,462.5107,6.6633735,0.08607723,1.0779893,49.139965
1444,670.4261,7.0089216,0.056216404,1.1902714,40.567226
1445,685.607,7.6161575,0.04119168,0.9304458,44.13331
1446,648.7366,5.201883,0.09056512,0.8387389,41.48828
1447,560.94556,6.1588917,0.10162356,0.96667904,42.973755
1448,765.0907,6.2048316,0.05948433,1.0489867,45.816044
1449,527.866,5.77074,0.1663341,1.162311,34.504417
1450,722.83813,5.9364705,0.2004503,1.5058882,42.736927
1451,636.19257,5.473883,0.08336867,0.84974915,23.395756
1452,589.33484,6.395685,0.15636168,1.1348393,41.467915
1453,859.92584,6.258173,0.118734136,1.2698654,52.98273
1454,696.33044,5.440694,0.065881625,1.1034843,46.34316
1455,556.639,6.3716702,0.06825643,1.0726569,30.742756
1456,627.9261,5.948074,0.12330221,0.7677946,45.89693
1457,768.25964,6.478406,0.19142877,0.8117709,36.293224
1458,611.4749,5.2594657,0.11708365,1.0813286,48.97973
1459,552.86365,7.82783,0.12736885,1.2301621,38.875454
1460,817.16565,6.038511,0.052090503,1.2186639,36.811893
1461,501.60516,5.46485,0.10728706,1.3500496,37.49804
1462,726.08575,7.6408005,0.15441972,1.3054103,39.22862
1463,698.2661,4.9207306,0.059442226,1.4750915,33.773
1464,595.16534,6.614354,0.07587157,0.857837,41.871384
1465,640.53455,7.149204,0.07808603,0.876813,45.709286
1466,495.02356,6.088015,0.09132687,0.7784393,57.164806
1467,592.53796,6.481802,0.09865024,0.9978164,42.401833
1468,645.31067,6.0036287,0.10798769,1.2269949,34.713314
1469,654.9477,5.7243257,0.110370815,1.0399004,21.856888
1470,520.04645,5.7518764,0.14294021,1.2882667,37.841297
1471,631.91425,4.0206604,0.107961394,0.76349044,34.973316
1472,586.98773,6.82406,0.052387916,1.3082943,40.080845
1473,630.9532,6.7163405,0.11907337,1.3375787,32.18206
1474,762.6089,6.415547,0.09378216,1.0632644,42.05631
1475,563.4236,6.6509733,0.18738857,1.1402997,38.37304
1476,544.90326,5.2945957,-0.0037360087,0.55985093,35.414494
1477,584.23944,4.9348435,0.039498854,1.1560651,44.705482
1478,579.0787,7.663169,0.17734972,1.3116866,40.170204
1479,543.18976,5.752678,0.122365065,1.3033445,40.8846
1480,503.6742,6.256377,0.11968243,1.4634436,43.670086
1481,778.4822,7.788907,0.10702543,1.3216271,44.526016
1482,608.41266,6.4750276,0.08086996,0.8212051,54.655525
1483,653.50446,6.2400126,0.0924954,0.72537786,36.626427
1484,566.3181,6.279998,0.07153479,1.0364915,50.39087
1485,504.02182,5.9033537,0.15195864,0.9432538,39.09872
1486,627.5996,6.972917,0.12901108,0.9593662,47.63002
1487,565.2589,6.1210685,0.17736343,1.3701833,23.753578
1488,574.3518,8.13271,0.114256814,0.9082578,35.15817
1489,689.7243,4.794927,0.05846704,1.0585161,35.43258
1490,471.44962,6.7820582,0.10411319,0.9417028,46.905094
1491,679.2211,7.2723775,0.16645175,1.3197141,52.316795
1492,598.11707,4.65779,0.13161644,1.1880665,28.312702
1493,667.8125,4.0129952,0.0982611,0.7436357,43.303585
1494,543.03,6.8753085,0.1204889,1.2464952,45.803085
1495,832.41406,5.6390123,0.08927641,1.019117,53.33504
1496,622.1859,7.3172083,0.06478062,0.3863178,40.27397
1497,550.8415,5.967727,0.04284042,1.3818823,57.510227
1498,597.47327,7.3326216,0.07297682,1.1821954,42.12286
1499,701.4555,6.8851256,0.18235503,1.0859753,41.006172
1500,566.3385,6.8190436,0.12910035,1.5480095,46.973366
1501,793.4021,4.9972105,0.082474396,1.3538408,43.70783
1502,579.65594,5.0819554,0.094541065,1.2786188,41.69653
1503,596.44995,6.869605,0.18245834,0.87861127,38.78507
1504,723.7744,4.7265816,0.021303896,1.08461,45.509262
1505,743.0765,6.754871,0.056074966,1.3509991,40.991108
1506,671.7378,5.824545,0.10412139,0.92110133,50.71589
1507,391.55215,6.432271,0.08090274,1.2862656,47.42344
1508,480.1354,5.9829135,0.106544316,0.97668153,25.619602
1509,716.02295,6.9269915,0.13839965,1.0125164,28.713593
1510,467.18326,6.379706,0.12238484,1.1356539,34.73932
1511,539.22064,6.3566704,0.12148912,0.5688107,53.024174
1512,678.8555,7.451839,0.12939209,1.3538939,41.744667
1513,691.0563,6.840703,0.097692996,1.234152,32.54741
1514,668.63696,8.210424,0.1615067,0.9861298,49.156857
1515,611.0373,6.51139,0.093673885,1.3115464,41.118095
1516,579.74426,6.452908,0.07751169,1.1393791,48.26369
1517,567.9213,4.871885,0.104078464,0.62034374,48.39094
1518,713.8112,6.7248344,0.06588754,1.0552322,27.502657
1519,653.1118,6.6111026,0.14420906,0.81083375,43.656162
1520,494.46518,4.859739,0.09349881,1.2778237,30.230461
1521,677.07416,6.6349163,0.14928503,1.2539643,42.834217
1522,585.3415,6.234538,0.10907716,1.3036964,48.353703
1523,631.67804,6.3324003,0.07976948,1.0014806,43.345154
1524,506.45935,6.7367053,0.12597874,1.0966414,57.161564
1525,557.74976,6.2153163,0.16681175,1.1314571,35.653168
1526,782.95184,3.6581168,0.10109186,0.7267752,28.958132
1527,577.7983,7.3436494,0.21628867,1.1921355,42.568615
1528,427.41586,6.443178,0.078177735,1.0553218,49.731804
1529,561.75366,4.22465,0.007258739,1.1258732,45.47417
1530,569.8903,5.5999346,0.05242426,1.1407418,48.435944
1531,594.0591,6.9887147,0.20304577,0.8052227,45.790756
1532,606.3016,7.1874847,0.14220424,1.0459011,25.181566
1533,621.20874,6.149477,0.12972867,1.3226562,46.267136
1534,651.5509,7.397872,0.088963896,1.4603798,50.021564
1535,680.89716,6.4251657,0.08378167,0.80719733,31.579878
1536,491.42886,4.922822,0.059712615,0.8791899,44.9531
1537,926.81903,8.193492,0.08326384,1.3251102,34.763523
1538,623.72614,6.524194,0.063949935,1.0676254,47.191837
1539,629.49396,6.9601827,0.11881169,1.1525189,36.79594
1540,679.4149,6.73756,0.10550721,1.6879872,56.7564
1541,655.40546,7.3035502,0.21316297,0.96793455,48.63807
1542,665.6069,3.8032596,0.096755415,1.1230408,35.688847
1543,511.87814,5.6111226,0.18891956,1.178979,29.232141
1544,500.27887,5.686344,0.1445548,0.92923564,36.662174
1545,751.7937,6.16376,0.15377526,1.328947,47.32105
1546,579.35583,5.361213,0.20511962,1.162664,30.082893
1547,696.6787,7.9569654,0.12882754,0.98251855,46.041225
1548,841.59515,5.0842924,0.07121284,0.9705144,37.37268
1549,539.6509,5.426661,0.12503485,1.4835435,43.00466
1550,818.7583,6.021631,0.16024429,0.93528247,40.39796
1551,646.9965,5.8468475,0.04544119,0.9318705,48.01229
1552,536.3382,7.1346393,0.18758553,1.5057098,55.46623
1553,640.59607,7.6781483,0.2075163,1.3247954,46.495308
1554,564.60126,7.150989,0.092680745,1.4953989,33.513245
1555,771.62286,5.978509,0.12974872,0.97559583,47.389977
1556,780.836,4.8317337,0.05139356,1.1612465,35.743893
1557,466.2744,5.2878656,0.15893981,1.1479598,42.012245
1558,601.34235,6.9908915,0.17170134,0.8424019,42.18206
1559,589.6427,7.267465,0.20202759,1.0448711,41.199623
1560,678.9482,7.6319966,0.1185574,1.3229133,40.577366
1561,578.3776,6.8772273,0.070790485,1.1579138,52.380875
1562,565.8328,5.749756,0.0070086154,1.0653993,53.809906
1563,676.5919,4.9501777,0.11788056,0.92383885,38.752678
1564,662.4411,5.855603,0.002349797,0.8852439,50.601875
1565,481.74966,5.3968267,0.07272266,1.1234876,46.92925
1566,535.3448,5.6831794,0.03591047,1.2289519,29.412764
1567,522.6196,5.5756793,0.014547381,1.2863915,42.35066
1568,628.58075,7.8978834,0.10173331,1.2837297,46.809513
1569,609.3547,5.399956,0.08466017,0.88525105,52.823475
1570,610.5261,5.198533,0.10464941,1.3090981,32.664154
1571,724.2413,6.886706,0.07333846,1.2115227,60.84183
1572,400.2864,6.3819885,0.12194458,1.1429142,45.80514
1573,611.7046,5.278582,0.13099518,0.7974794,28.947758
1574,596.5854,6.3459764,0.106952935,0.98221266,40.561565
1575,511.5061,5.7624855,0.12500797,1.1418465,28.166336
1576,623.05,7.3484635,0.1493629,1.1971453,51.174297
1577,416.13986,6.518527,0.11603628,0.9989037,42.45361
1578,790.28015,4.9242945,0.14018978,0.71086186,36.923763
1579,830.022,6.4423046,0.10918913,1.1728033,39.598785
1580,623.92883,7.197803,0.071642734,0.882918,36.462086
1581,460.43463,5.788281,0.104222566,1.0530787,42.468315
1582,463.77408,5.279867,0.08207114,1.3493834,44.70761
1583,525.3145,5.5740194,0.08074533,1.5538156,38.79557
1584,909.86755,4.435401,0.05723083,0.9949614,37.18285
1585,627.4502,4.5179267,0.11731107,1.0953106,45.230827
1586,798.1051,6.238918,0.05583853,1.1563756,45.802128
1587,582.52997,6.259547,0.14153697,0.99870783,40.776237
1588,594.5246,5.751161,0.18097672,0.9876239,37.388752
1589,620.5952,7.8061028,0.036848087,1.2191963,49.343178
1590,476.66513,6.6666317,0.13193251,1.0797577,40.729156
1591,665.9249,6.0663285,0.13270238,1.2017944,41.47083
1592,603.8712,4.976035,0.067364365,1.1321893,44.341946
1593,628.25775,6.243012,-0.0022991865,1.0323948,39.965843
1594,519.78296,6.9497924,0.0845733,1.2296361,39.574913
1595,632.81494,5.658136,0.054842573,0.9248023,44.392838
1596,601.815,6.6476603,0.18763924,0.90350634,26.71743
1597,540.8067,4.6850314,0.057155713,1.1298848,51.213203
1598,655.51025,6.6765127,0.13338368,1.4351586,38.04378
1599,444.55258,6.800912,0.16492893,1.0561876,40.0609
1600,743.6563,6.2231536,0.18882921,1.4100924,36.01485
1601,650.2212,7.4447613,0.19300057,1.1050291,37.76583
1602,657.8346,6.13693,0.12050716,1.373297,44.360836
1603,902.3978,4.5987134,0.09023759,0.7350677,34.46786
1604,574.2371,6.336278,0.10576098,1.1480768,30.815367
1605,791.16565,5.877361,0.098450206,1.2169701,63.26828
1606,623.688,6.7800727,0.06582705,0.95091516,49.938732
1607,690.8188,6.1067386,0.03121401,0.90934765,39.75882
1608,646.3429,6.955729,0.11691362,1.1751807,38.686916
1609,544.3506,5.838323,0.191107,1.0203269,40.357098
1610,728.5743,6.4436164,0.1884097,1.3480836,37.02067
1611,662.54584,5.903927,0.15753502,0.9400995,35.17709
1612,595.8362,6.763421,0.04543358,1.2161324,33.234005
1613,846.40204,7.7309537,0.14638595,0.851259,32.586494
1614,695.1553,6.0814962,0.14023252,1.4717625,32.258488
1615,564.22784,7.239814,0.12381083,1.1277076,42.03746
1616,552.4252,7.0646253,0.08476226,1.1424502,33.184322
1617,536.567,6.9374743,0.15449551,1.2739025,47.743134
1618,686.8558,7.120181,0.1578111,1.034805,46.03263
1619,569.1148,6.0851326,0.106796786,1.008639,51.60321
1620,741.46234,4.531324,0.19842014,1.180714,34.836426
1621,641.7269,4.8779144,0.09808696,0.84408957,30.606667
1622,696.3324,3.088253,0.08538618,0.70704204,48.651287
1623,807.9247,7.421444,0.136124,1.2756848,45.47466
1624,603.1391,7.52343,0.14339659,0.97013134,40.58047
1625,535.21674,6.294428,0.15206602,1.0179344,48.706944
1626,722.4272,7.5919223,0.049138412,0.8779455,51.384636
1627,701.9824,5.622536,0.07353405,0.75922066,34.38089
1628,581.2559,6.3495927,0.15014748,1.3072242,46.243526
1629,621.2997,6.3350067,0.15704364,1.3026729,50.092186
1630,895.7426,5.7300377,0.07705063,0.8687906,21.775478
1631,457.0483,4.6900234,0.0425525,0.97332317,43.6292
1632,635.4035,6.6510663,0.024026904,1.0410882,51.699226
1633,668.3787,6.7831364,0.1946258,1.510799,28.463095
1634,667.10736,7.503752,0.11396876,1.0265673,43.58669
1635,652.76526,7.221629,0.11348223,1.0045013,29.573954
1636,715.71423,7.076537,0.12375702,1.0163088,44.285217
1637,744.85266,6.087842,0.06906041,0.8951507,44.88398
1638,528.962,8.436629,0.15085682,1.1957612,25.931107
1639,751.878,5.817879,0.05248282,1.1640834,56.25757
1640,823.4986,4.191864,0.019771133,0.95714426,60.84349
1641,682.94183,6.9695826,0.17687228,1.1683093,27.166683
1642,544.86884,5.5868998,0.15211771,1.0531154,38.840584
1643,641.1139,6.669999,0.14647427,1.3318422,55.712612
1644,631.70465,5.573463,0.1445649,1.1682101,40.066277
1645,645.4948,4.737952,0.17531984,0.988416,42.474705
1646,654.13794,7.2309713,0.08016222,1.0446668,41.526062
1647,596.7991,7.1225796,0.10371747,1.2665198,44.857433
1648,777.31744,6.189948,0.10084683,0.9226876,61.28773
1649,584.74396,7.485136,0.06198239,1.4568477,40.040234
1650,541.854,5.1999965,0.12535833,1.2013117,39.784367
1651,489.9126,6.876877,0.17868467,1.2775216,37.143703
1652,611.28375,7.41995,0.16273373,1.4978693,35.43183
1653,491.40002,6.651719,0.09464698,1.3126794,50.233883
1654,539.72485,7.116891,0.09516898,1.5892669,37.756794
1655,533.96875,5.5998535,0.13839136,1.1224324,42.017136
1656,576.7639,6.3159375,0.18415146,0.96001244,36.780132
1657,739.5337,5.7074976,0.07595888,1.224012,50.59357
1658,611.2852,7.8376274,0.08058135,1.1897126,40.545998
1659,595.8638,4.4720573,0.07301214,1.3905761,40.55177
1660,704.78284,6.990877,0.0006671876,1.0122331,45.704536
1661,506.1399,7.034138,0.12062656,1.1212515,44.47852
1662,670.35834,5.4150457,0.14829983,1.2465669,39.179375
1663,653.5468,7.618226,0.14131647,0.6850841,44.215744
1664,561.5425,5.4593844,0.135841,1.0549887,48.17293
1665,456.74927,7.0431905,0.102819845,1.2340784,40.60345
1666,681.8173,4.8327265,0.07665941,0.75548685,26.480478
1667,766.52136,7.1003914,0.17454903,1.1162869,38.08288
1668,536.4557,5.9956317,0.0628043,0.8324158,51.788242
1669,665.78284,5.4583344,0.11551761,1.1275768,30.72713
1670,569.46466,4.962165,0.14528808,1.0152242,38.614033
1671,648.4581,6.279138,0.13097256,1.1636525,36.28527
1672,656.6935,4.468716,0.059032273,1.0550148,48.398586
1673,536.6722,6.106994,0.18174538,1.1927998,34.423325
1674,491.1755,6.567784,0.11418493,1.0440357,35.43749
1675,486.36035,5.7153625,0.055794537,0.9509447,29.908102
1676,559.75684,6.8601,0.14025995,1.1920131,41.138638
1677,523.6475,5.4014263,0.029880147,1.3005838,40.674995
1678,697.1876,7.762094,0.06584714,1.0890609,42.66557
1679,498.09045,6.53137,0.08458754,1.0993216,43.93026
1680,737.45544,5.244317,0.08874431,0.7854081,48.870876
1681,572.70374,7.128875,0.15949479,1.0131226,47.16953
1682,682.55054,4.7768793,0.094384275,0.8225651,44.571316
1683,705.78394,7.046662,0.055381496,1.2478545,31.3533
1684,635.8303,6.4518094,0.061195835,1.1454325,34.07469
1685,671.7457,4.192503,0.047815617,0.5859707,24.44967
1686,626.4313,6.522319,0.0892639,1.3676667,51.01407
1687,671.49927,7.49964,0.044674926,0.8463502,41.75522
1688,621.09796,6.0483613,0.20442948,1.3839566,51.44864
1689,580.08636,6.1498623,0.11843652,1.3459926,39.12457
1690,684.3103,5.2333455,0.15642628,1.4892685,50.25869
1691,658.79144,5.5282197,0.089088656,1.3508823,29.727783
1692,652.37274,6.818254,0.11407801,1.0393566,50.74593
1693,835.1976,6.573902,0.073461294,1.3030846,49.24941
1694,618.1686,5.993373,0.09471498,1.0912523,42.722286
1695,702.4329,6.9166713,0.18079168,0.72114396,50.046314
